Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
10/10/23 3:30,0.06 kW,0.11 kW,0.11 kW,0.06 kW,48.99 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,62.83 kW,0.11 kW,48.82 kW,14.01 kW,48.82 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,237.52 kW,0.06 kW,0.11 kW,14.01 kW,0.11 kW,0.11 kW
10/10/23 3:45,0.06 kW,0.11 kW,0.11 kW,0.06 kW,49.52 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,63.59 kW,0.11 kW,49.35 kW,14.24 kW,49.35 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,238.03 kW,0.06 kW,0.11 kW,14.24 kW,0.11 kW,0.11 kW
10/10/23 4:00,0.06 kW,0.10 kW,0.10 kW,0.06 kW,49.70 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,64.15 kW,0.10 kW,49.48 kW,14.67 kW,49.48 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,237.75 kW,0.06 kW,0.10 kW,14.67 kW,0.10 kW,0.10 kW
10/10/23 4:15,0.06 kW,0.10 kW,0.10 kW,0.06 kW,49.93 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,64.73 kW,0.10 kW,49.72 kW,15.01 kW,49.72 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,237.47 kW,0.06 kW,0.10 kW,15.01 kW,0.10 kW,0.10 kW
10/10/23 4:30,0.06 kW,0.10 kW,0.10 kW,0.06 kW,50.25 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,65.59 kW,0.10 kW,50.04 kW,15.55 kW,50.04 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,238.52 kW,0.06 kW,0.10 kW,15.55 kW,0.10 kW,0.10 kW
10/10/23 4:45,0.06 kW,0.10 kW,0.10 kW,0.06 kW,50.52 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,66.24 kW,0.10 kW,50.31 kW,15.93 kW,50.31 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,239.20 kW,0.06 kW,0.10 kW,15.93 kW,0.10 kW,0.10 kW
10/10/23 5:00,0.06 kW,0.10 kW,0.10 kW,0.06 kW,50.78 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,66.74 kW,0.10 kW,50.52 kW,16.21 kW,50.52 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,294.97 kW,0.06 kW,0.10 kW,16.21 kW,0.10 kW,0.10 kW
10/10/23 5:15,0.06 kW,0.10 kW,0.10 kW,0.06 kW,53.20 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,70.62 kW,0.10 kW,52.95 kW,17.67 kW,52.95 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,269.41 kW,0.06 kW,0.10 kW,17.67 kW,0.10 kW,0.10 kW
10/10/23 5:30,0.06 kW,0.10 kW,0.10 kW,0.06 kW,53.26 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,71.66 kW,0.10 kW,53.01 kW,18.65 kW,53.01 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,288.47 kW,0.06 kW,0.10 kW,18.65 kW,0.10 kW,0.10 kW
10/10/23 5:45,0.06 kW,0.10 kW,0.10 kW,0.06 kW,55.97 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,77.42 kW,0.10 kW,55.72 kW,21.70 kW,55.72 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,288.72 kW,0.06 kW,0.10 kW,21.70 kW,0.10 kW,0.10 kW
10/10/23 6:00,0.27 kW,0.10 kW,0.10 kW,0.27 kW,55.92 kW,0.27 kW,0.27 kW,0.27 kW,0.27 kW,0.10 kW,0.27 kW,86.42 kW,0.10 kW,55.69 kW,30.73 kW,55.69 kW,0.10 kW,0.27 kW,0.10 kW,0.10 kW,291.82 kW,0.27 kW,0.10 kW,30.73 kW,0.10 kW,0.10 kW
10/10/23 6:15,0.40 kW,0.10 kW,0.10 kW,0.40 kW,57.65 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.10 kW,0.40 kW,87.83 kW,0.10 kW,57.41 kW,30.41 kW,57.41 kW,0.10 kW,0.40 kW,0.10 kW,0.10 kW,294.13 kW,0.40 kW,0.10 kW,30.41 kW,0.10 kW,0.10 kW
10/10/23 6:30,0.08 kW,0.10 kW,0.10 kW,0.08 kW,58.07 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.10 kW,0.08 kW,90.89 kW,0.10 kW,57.83 kW,33.06 kW,57.83 kW,0.10 kW,0.08 kW,0.10 kW,0.10 kW,296.93 kW,0.08 kW,0.10 kW,33.06 kW,0.10 kW,0.10 kW
10/10/23 6:45,0.08 kW,0.10 kW,0.10 kW,0.08 kW,58.61 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.10 kW,0.08 kW,91.99 kW,0.10 kW,58.37 kW,33.62 kW,58.37 kW,0.10 kW,0.08 kW,0.10 kW,0.10 kW,297.12 kW,0.08 kW,0.10 kW,33.62 kW,0.10 kW,0.10 kW
10/10/23 7:00,0.11 kW,0.10 kW,0.10 kW,0.11 kW,55.12 kW,0.11 kW,0.11 kW,0.11 kW,0.11 kW,0.10 kW,0.11 kW,86.08 kW,0.10 kW,54.94 kW,31.14 kW,54.94 kW,0.10 kW,0.11 kW,0.10 kW,0.10 kW,295.57 kW,0.11 kW,0.10 kW,31.14 kW,0.10 kW,0.10 kW
10/10/23 7:15,0.14 kW,0.10 kW,0.10 kW,0.14 kW,55.39 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.10 kW,0.14 kW,87.64 kW,0.10 kW,55.22 kW,32.42 kW,55.22 kW,0.10 kW,0.14 kW,0.10 kW,0.10 kW,296.02 kW,0.14 kW,0.10 kW,32.42 kW,0.10 kW,0.10 kW
10/10/23 7:30,0.42 kW,0.09 kW,0.09 kW,0.42 kW,55.47 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.09 kW,0.42 kW,88.33 kW,0.09 kW,55.30 kW,33.03 kW,55.30 kW,0.09 kW,0.42 kW,0.09 kW,0.09 kW,298.19 kW,0.42 kW,0.09 kW,33.03 kW,0.09 kW,0.09 kW
10/10/23 7:45,0.42 kW,0.09 kW,0.09 kW,0.42 kW,56.02 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.09 kW,0.42 kW,89.89 kW,0.09 kW,55.85 kW,34.03 kW,55.85 kW,0.09 kW,0.42 kW,0.09 kW,0.09 kW,299.48 kW,0.42 kW,0.09 kW,34.03 kW,0.09 kW,0.09 kW
10/10/23 8:00,0.10 kW,0.09 kW,0.09 kW,0.10 kW,56.63 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.09 kW,0.10 kW,91.09 kW,0.09 kW,56.33 kW,34.76 kW,56.33 kW,0.09 kW,0.10 kW,0.09 kW,0.09 kW,302.29 kW,0.10 kW,0.09 kW,34.76 kW,0.09 kW,0.09 kW
10/10/23 8:15,0.06 kW,0.09 kW,0.09 kW,0.06 kW,57.37 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,92.23 kW,0.09 kW,57.08 kW,35.16 kW,57.08 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,303.75 kW,0.06 kW,0.09 kW,35.16 kW,0.09 kW,0.09 kW
10/10/23 8:30,0.06 kW,0.09 kW,0.09 kW,0.06 kW,57.82 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,92.80 kW,0.09 kW,57.24 kW,35.56 kW,57.24 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,305.16 kW,0.06 kW,0.09 kW,35.56 kW,0.09 kW,0.09 kW
10/10/23 8:45,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.36 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.48 kW,0.09 kW,57.61 kW,35.87 kW,57.61 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,306.36 kW,0.06 kW,0.09 kW,35.87 kW,0.09 kW,0.09 kW
10/10/23 9:00,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.24 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.61 kW,0.09 kW,57.55 kW,36.06 kW,57.55 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,307.97 kW,0.06 kW,0.09 kW,36.06 kW,0.09 kW,0.09 kW
10/10/23 9:15,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.13 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.57 kW,0.09 kW,57.46 kW,36.11 kW,57.46 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,309.21 kW,0.06 kW,0.09 kW,36.11 kW,0.09 kW,0.09 kW
10/10/23 9:30,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.31 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.58 kW,0.09 kW,57.52 kW,36.06 kW,57.52 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,310.76 kW,0.06 kW,0.09 kW,36.06 kW,0.09 kW,0.09 kW
10/10/23 9:45,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.05 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.48 kW,0.09 kW,57.70 kW,35.77 kW,57.70 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,311.57 kW,0.06 kW,0.09 kW,35.77 kW,0.09 kW,0.09 kW
10/10/23 10:00,0.06 kW,0.09 kW,0.09 kW,0.06 kW,58.18 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.60 kW,0.09 kW,57.91 kW,35.69 kW,57.91 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,312.09 kW,0.06 kW,0.09 kW,35.69 kW,0.09 kW,0.09 kW
10/10/23 10:15,0.06 kW,0.09 kW,0.09 kW,0.06 kW,57.53 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.01 kW,0.09 kW,57.26 kW,35.76 kW,57.26 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,311.90 kW,0.06 kW,0.09 kW,35.76 kW,0.09 kW,0.09 kW
10/10/23 10:30,0.33 kW,0.09 kW,0.09 kW,0.33 kW,56.82 kW,0.33 kW,0.33 kW,0.33 kW,0.33 kW,0.09 kW,0.33 kW,92.22 kW,0.09 kW,56.55 kW,35.66 kW,56.55 kW,0.09 kW,0.33 kW,0.09 kW,0.09 kW,310.41 kW,0.33 kW,0.09 kW,35.66 kW,0.09 kW,0.09 kW
10/10/23 10:45,0.39 kW,0.09 kW,0.09 kW,0.39 kW,56.37 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.09 kW,0.39 kW,92.15 kW,0.09 kW,56.10 kW,36.05 kW,56.10 kW,0.09 kW,0.39 kW,0.09 kW,0.09 kW,309.19 kW,0.39 kW,0.09 kW,36.05 kW,0.09 kW,0.09 kW
10/10/23 11:00,0.18 kW,0.09 kW,0.09 kW,0.18 kW,56.14 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.09 kW,0.18 kW,92.61 kW,0.09 kW,55.88 kW,36.74 kW,55.88 kW,0.09 kW,0.18 kW,0.09 kW,0.09 kW,308.25 kW,0.18 kW,0.09 kW,36.74 kW,0.09 kW,0.09 kW
10/10/23 11:15,0.06 kW,0.09 kW,0.09 kW,0.06 kW,56.14 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.37 kW,0.09 kW,55.87 kW,37.50 kW,55.87 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,307.74 kW,0.06 kW,0.09 kW,37.50 kW,0.09 kW,0.09 kW
10/10/23 11:30,0.06 kW,0.09 kW,0.09 kW,0.06 kW,56.37 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,94.07 kW,0.09 kW,56.10 kW,37.97 kW,56.10 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,306.89 kW,0.06 kW,0.09 kW,37.97 kW,0.09 kW,0.09 kW
10/10/23 11:45,0.06 kW,0.09 kW,0.09 kW,0.06 kW,56.98 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,94.66 kW,0.09 kW,56.44 kW,38.22 kW,56.44 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,307.12 kW,0.06 kW,0.09 kW,38.22 kW,0.09 kW,0.09 kW
10/10/23 12:00,0.06 kW,0.09 kW,0.09 kW,0.06 kW,56.72 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,93.39 kW,0.09 kW,56.11 kW,37.28 kW,56.11 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,306.63 kW,0.06 kW,0.09 kW,37.28 kW,0.09 kW,0.09 kW
10/10/23 12:15,0.06 kW,0.43 kW,0.43 kW,0.06 kW,55.22 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.43 kW,0.06 kW,88.28 kW,0.43 kW,54.61 kW,33.67 kW,54.61 kW,0.43 kW,0.06 kW,0.43 kW,0.43 kW,306.12 kW,0.06 kW,0.43 kW,33.67 kW,0.43 kW,0.43 kW
10/10/23 12:30,0.06 kW,0.44 kW,0.44 kW,0.06 kW,54.18 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.44 kW,0.06 kW,84.90 kW,0.44 kW,53.84 kW,31.06 kW,53.84 kW,0.44 kW,0.06 kW,0.44 kW,0.44 kW,306.42 kW,0.06 kW,0.44 kW,31.06 kW,0.44 kW,0.44 kW
10/10/23 12:45,0.06 kW,0.41 kW,0.41 kW,0.06 kW,52.58 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.41 kW,0.06 kW,83.50 kW,0.41 kW,52.31 kW,31.18 kW,52.31 kW,0.41 kW,0.06 kW,0.41 kW,0.41 kW,306.48 kW,0.06 kW,0.41 kW,31.18 kW,0.41 kW,0.41 kW
10/10/23 13:00,0.09 kW,0.42 kW,0.42 kW,0.09 kW,52.21 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.42 kW,0.09 kW,83.31 kW,0.42 kW,51.94 kW,31.37 kW,51.94 kW,0.42 kW,0.09 kW,0.42 kW,0.42 kW,306.69 kW,0.09 kW,0.42 kW,31.37 kW,0.42 kW,0.42 kW
10/10/23 13:15,0.09 kW,0.11 kW,0.11 kW,0.09 kW,50.96 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.11 kW,0.09 kW,81.01 kW,0.11 kW,50.70 kW,30.32 kW,50.70 kW,0.11 kW,0.09 kW,0.11 kW,0.11 kW,307.31 kW,0.09 kW,0.11 kW,30.32 kW,0.11 kW,0.11 kW
10/10/23 13:30,0.06 kW,0.09 kW,0.09 kW,0.06 kW,51.69 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,83.59 kW,0.09 kW,51.42 kW,32.17 kW,51.42 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,307.34 kW,0.06 kW,0.09 kW,32.17 kW,0.09 kW,0.09 kW
10/10/23 13:45,0.06 kW,0.31 kW,0.31 kW,0.06 kW,51.21 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.31 kW,0.06 kW,82.07 kW,0.31 kW,50.95 kW,31.12 kW,50.95 kW,0.31 kW,0.06 kW,0.31 kW,0.31 kW,307.12 kW,0.06 kW,0.31 kW,31.12 kW,0.31 kW,0.31 kW
10/10/23 14:00,0.09 kW,0.31 kW,0.31 kW,0.09 kW,50.84 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.31 kW,0.09 kW,81.58 kW,0.31 kW,50.55 kW,31.03 kW,50.55 kW,0.31 kW,0.09 kW,0.31 kW,0.31 kW,306.51 kW,0.09 kW,0.31 kW,31.03 kW,0.31 kW,0.31 kW
10/10/23 14:15,0.09 kW,0.10 kW,0.10 kW,0.09 kW,50.48 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.10 kW,0.09 kW,79.89 kW,0.10 kW,50.19 kW,29.70 kW,50.19 kW,0.10 kW,0.09 kW,0.10 kW,0.10 kW,306.69 kW,0.09 kW,0.10 kW,29.70 kW,0.10 kW,0.10 kW
10/10/23 14:30,0.09 kW,0.14 kW,0.14 kW,0.09 kW,50.30 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.14 kW,0.09 kW,78.52 kW,0.14 kW,50.02 kW,28.50 kW,50.02 kW,0.14 kW,0.09 kW,0.14 kW,0.14 kW,307.27 kW,0.09 kW,0.14 kW,28.50 kW,0.14 kW,0.14 kW
10/10/23 14:45,0.06 kW,0.43 kW,0.43 kW,0.06 kW,50.32 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.43 kW,0.06 kW,76.18 kW,0.43 kW,50.04 kW,26.14 kW,50.04 kW,0.43 kW,0.06 kW,0.43 kW,0.43 kW,303.30 kW,0.06 kW,0.43 kW,26.14 kW,0.43 kW,0.43 kW
10/10/23 15:00,0.06 kW,0.13 kW,0.13 kW,0.06 kW,49.98 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,74.63 kW,0.13 kW,49.62 kW,25.01 kW,49.62 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,297.22 kW,0.06 kW,0.13 kW,25.01 kW,0.13 kW,0.13 kW
10/10/23 15:15,0.06 kW,0.10 kW,0.10 kW,0.06 kW,49.63 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,74.13 kW,0.10 kW,49.27 kW,24.86 kW,49.27 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,295.69 kW,0.06 kW,0.10 kW,24.86 kW,0.10 kW,0.10 kW
10/10/23 15:30,0.06 kW,0.10 kW,0.10 kW,0.06 kW,49.17 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,71.47 kW,0.10 kW,48.81 kW,22.66 kW,48.81 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,290.62 kW,0.06 kW,0.10 kW,22.66 kW,0.10 kW,0.10 kW
10/10/23 15:45,0.06 kW,0.10 kW,0.10 kW,0.06 kW,47.71 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,68.17 kW,0.10 kW,47.35 kW,20.82 kW,47.35 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,284.66 kW,0.06 kW,0.10 kW,20.82 kW,0.10 kW,0.10 kW
10/10/23 16:00,0.06 kW,0.09 kW,0.09 kW,0.06 kW,46.58 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.09 kW,0.06 kW,64.91 kW,0.09 kW,45.79 kW,19.12 kW,45.79 kW,0.09 kW,0.06 kW,0.09 kW,0.09 kW,279.22 kW,0.06 kW,0.09 kW,19.12 kW,0.09 kW,0.09 kW
10/10/23 16:15,0.07 kW,0.10 kW,0.10 kW,0.07 kW,46.46 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.10 kW,0.07 kW,62.92 kW,0.10 kW,45.60 kW,17.32 kW,45.60 kW,0.10 kW,0.07 kW,0.10 kW,0.10 kW,277.29 kW,0.07 kW,0.10 kW,17.32 kW,0.10 kW,0.10 kW
10/10/23 16:30,0.07 kW,0.10 kW,0.10 kW,0.07 kW,46.12 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.10 kW,0.07 kW,61.20 kW,0.10 kW,45.26 kW,15.94 kW,45.26 kW,0.10 kW,0.07 kW,0.10 kW,0.10 kW,278.09 kW,0.07 kW,0.10 kW,15.94 kW,0.10 kW,0.10 kW
10/10/23 16:45,0.07 kW,0.10 kW,0.10 kW,0.07 kW,45.77 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.10 kW,0.07 kW,59.76 kW,0.10 kW,45.19 kW,14.57 kW,45.19 kW,0.10 kW,0.07 kW,0.10 kW,0.10 kW,279.78 kW,0.07 kW,0.10 kW,14.57 kW,0.10 kW,0.10 kW
10/10/23 17:00,0.07 kW,0.12 kW,0.12 kW,0.07 kW,45.62 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.12 kW,0.07 kW,58.77 kW,0.12 kW,45.08 kW,13.70 kW,45.08 kW,0.12 kW,0.07 kW,0.12 kW,0.12 kW,281.75 kW,0.07 kW,0.12 kW,13.70 kW,0.12 kW,0.12 kW
10/10/23 17:15,0.10 kW,0.11 kW,0.11 kW,0.10 kW,45.64 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.11 kW,0.10 kW,58.69 kW,0.11 kW,45.10 kW,13.59 kW,45.10 kW,0.11 kW,0.10 kW,0.11 kW,0.11 kW,282.38 kW,0.10 kW,0.11 kW,13.59 kW,0.11 kW,0.11 kW
10/10/23 17:30,0.41 kW,0.39 kW,0.39 kW,0.41 kW,45.07 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.39 kW,0.41 kW,58.10 kW,0.39 kW,44.53 kW,13.57 kW,44.53 kW,0.39 kW,0.41 kW,0.39 kW,0.39 kW,280.66 kW,0.41 kW,0.39 kW,13.57 kW,0.39 kW,0.39 kW
10/10/23 17:45,0.43 kW,0.28 kW,0.28 kW,0.43 kW,43.87 kW,0.43 kW,0.43 kW,0.43 kW,0.43 kW,0.28 kW,0.43 kW,56.83 kW,0.28 kW,43.33 kW,13.50 kW,43.33 kW,0.28 kW,0.43 kW,0.28 kW,0.28 kW,279.08 kW,0.43 kW,0.28 kW,13.50 kW,0.28 kW,0.28 kW
10/10/23 18:00,0.40 kW,0.11 kW,0.11 kW,0.40 kW,42.01 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.11 kW,0.40 kW,55.05 kW,0.11 kW,41.52 kW,13.52 kW,41.52 kW,0.11 kW,0.40 kW,0.11 kW,0.11 kW,272.44 kW,0.40 kW,0.11 kW,13.52 kW,0.11 kW,0.11 kW
10/10/23 18:15,0.12 kW,0.11 kW,0.11 kW,0.12 kW,44.09 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.11 kW,0.12 kW,60.87 kW,0.11 kW,43.61 kW,17.26 kW,43.61 kW,0.11 kW,0.12 kW,0.11 kW,0.11 kW,273.80 kW,0.12 kW,0.11 kW,17.26 kW,0.11 kW,0.11 kW
10/10/23 18:30,0.12 kW,0.10 kW,0.10 kW,0.12 kW,42.36 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.10 kW,0.12 kW,59.17 kW,0.10 kW,41.88 kW,17.29 kW,41.88 kW,0.10 kW,0.12 kW,0.10 kW,0.10 kW,272.41 kW,0.12 kW,0.10 kW,17.29 kW,0.10 kW,0.10 kW
10/10/23 18:45,0.14 kW,0.10 kW,0.10 kW,0.14 kW,40.61 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.10 kW,0.14 kW,57.39 kW,0.10 kW,40.13 kW,17.26 kW,40.13 kW,0.10 kW,0.14 kW,0.10 kW,0.10 kW,271.15 kW,0.14 kW,0.10 kW,17.26 kW,0.10 kW,0.10 kW
10/10/23 19:00,0.45 kW,0.10 kW,0.10 kW,0.45 kW,37.47 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.10 kW,0.45 kW,54.15 kW,0.10 kW,36.97 kW,17.18 kW,36.97 kW,0.10 kW,0.45 kW,0.10 kW,0.10 kW,264.76 kW,0.45 kW,0.10 kW,17.18 kW,0.10 kW,0.10 kW
10/10/23 19:15,0.22 kW,0.10 kW,0.10 kW,0.22 kW,34.42 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.10 kW,0.22 kW,51.14 kW,0.10 kW,33.92 kW,17.22 kW,33.92 kW,0.10 kW,0.22 kW,0.10 kW,0.10 kW,258.79 kW,0.22 kW,0.10 kW,17.22 kW,0.10 kW,0.10 kW
10/10/23 19:30,0.12 kW,0.10 kW,0.10 kW,0.12 kW,31.34 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.10 kW,0.12 kW,48.05 kW,0.10 kW,30.84 kW,17.21 kW,30.84 kW,0.10 kW,0.12 kW,0.10 kW,0.10 kW,252.99 kW,0.12 kW,0.10 kW,17.21 kW,0.10 kW,0.10 kW
10/10/23 19:45,0.12 kW,0.09 kW,0.09 kW,0.12 kW,28.59 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.09 kW,0.12 kW,45.26 kW,0.09 kW,28.08 kW,17.17 kW,28.08 kW,0.09 kW,0.12 kW,0.09 kW,0.09 kW,201.55 kW,0.12 kW,0.09 kW,17.17 kW,0.09 kW,0.09 kW
10/10/23 20:00,0.12 kW,0.09 kW,0.09 kW,0.12 kW,27.86 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.09 kW,0.12 kW,40.76 kW,0.09 kW,27.37 kW,13.39 kW,27.37 kW,0.09 kW,0.12 kW,0.09 kW,0.09 kW,214.96 kW,0.12 kW,0.09 kW,13.39 kW,0.09 kW,0.09 kW
10/10/23 20:15,0.12 kW,0.09 kW,0.09 kW,0.12 kW,26.52 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.09 kW,0.12 kW,39.40 kW,0.09 kW,26.02 kW,13.39 kW,26.02 kW,0.09 kW,0.12 kW,0.09 kW,0.09 kW,210.68 kW,0.12 kW,0.09 kW,13.39 kW,0.09 kW,0.09 kW
10/10/23 20:30,0.12 kW,0.09 kW,0.09 kW,0.12 kW,25.65 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.09 kW,0.12 kW,38.61 kW,0.09 kW,25.15 kW,13.47 kW,25.15 kW,0.09 kW,0.12 kW,0.09 kW,0.09 kW,214.64 kW,0.12 kW,0.09 kW,13.47 kW,0.09 kW,0.09 kW
10/10/23 20:45,0.25 kW,0.09 kW,0.09 kW,0.25 kW,24.70 kW,0.25 kW,0.25 kW,0.25 kW,0.25 kW,0.09 kW,0.25 kW,37.72 kW,0.09 kW,24.20 kW,13.52 kW,24.20 kW,0.09 kW,0.25 kW,0.09 kW,0.09 kW,213.83 kW,0.25 kW,0.09 kW,13.52 kW,0.09 kW,0.09 kW
10/10/23 21:00,0.44 kW,0.08 kW,0.08 kW,0.44 kW,24.05 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.08 kW,0.44 kW,36.82 kW,0.08 kW,23.59 kW,13.23 kW,23.59 kW,0.08 kW,0.44 kW,0.08 kW,0.08 kW,212.65 kW,0.44 kW,0.08 kW,13.23 kW,0.08 kW,0.08 kW
