Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
2/12/23 9:00,0.26 kW,0.61 kW,0.61 kW,0.26 kW,28.99 kW,0.26 kW,0.26 kW,0.26 kW,0.26 kW,0.61 kW,0.26 kW,52.75 kW,0.61 kW,28.65 kW,24.09 kW,28.65 kW,0.61 kW,0.26 kW,0.61 kW,0.61 kW,339.42 kW,0.26 kW,0.61 kW,24.09 kW,0.61 kW,0.61 kW
2/12/23 9:15,0.49 kW,0.52 kW,0.52 kW,0.49 kW,29.59 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.52 kW,0.49 kW,54.39 kW,0.52 kW,29.26 kW,25.13 kW,29.26 kW,0.52 kW,0.49 kW,0.52 kW,0.52 kW,341.16 kW,0.49 kW,0.52 kW,25.13 kW,0.52 kW,0.52 kW
2/12/23 9:30,0.23 kW,0.75 kW,0.75 kW,0.23 kW,30.32 kW,0.23 kW,0.23 kW,0.23 kW,0.23 kW,0.75 kW,0.23 kW,53.84 kW,0.75 kW,29.99 kW,23.86 kW,29.99 kW,0.75 kW,0.23 kW,0.75 kW,0.75 kW,342.35 kW,0.23 kW,0.75 kW,23.86 kW,0.75 kW,0.75 kW
2/12/23 9:45,0.13 kW,0.85 kW,0.85 kW,0.13 kW,29.62 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.85 kW,0.13 kW,53.24 kW,0.85 kW,29.29 kW,23.95 kW,29.29 kW,0.85 kW,0.13 kW,0.85 kW,0.85 kW,343.53 kW,0.13 kW,0.85 kW,23.95 kW,0.85 kW,0.85 kW
2/12/23 10:00,0.12 kW,0.53 kW,0.53 kW,0.12 kW,29.68 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.53 kW,0.12 kW,54.09 kW,0.53 kW,29.35 kW,24.74 kW,29.35 kW,0.53 kW,0.12 kW,0.53 kW,0.53 kW,345.24 kW,0.12 kW,0.53 kW,24.74 kW,0.53 kW,0.53 kW
2/12/23 10:15,0.12 kW,0.54 kW,0.54 kW,0.12 kW,31.05 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.54 kW,0.12 kW,54.20 kW,0.54 kW,30.72 kW,23.48 kW,30.72 kW,0.54 kW,0.12 kW,0.54 kW,0.54 kW,347.01 kW,0.12 kW,0.54 kW,23.48 kW,0.54 kW,0.54 kW
2/12/23 10:30,0.12 kW,0.54 kW,0.54 kW,0.12 kW,29.76 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.54 kW,0.12 kW,53.97 kW,0.54 kW,29.44 kW,24.53 kW,29.44 kW,0.54 kW,0.12 kW,0.54 kW,0.54 kW,348.76 kW,0.12 kW,0.54 kW,24.53 kW,0.54 kW,0.54 kW
2/12/23 10:45,0.12 kW,0.53 kW,0.53 kW,0.12 kW,31.05 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.53 kW,0.12 kW,53.48 kW,0.53 kW,30.72 kW,22.76 kW,30.72 kW,0.53 kW,0.12 kW,0.53 kW,0.53 kW,349.93 kW,0.12 kW,0.53 kW,22.76 kW,0.53 kW,0.53 kW
2/12/23 11:00,0.12 kW,0.52 kW,0.52 kW,0.12 kW,29.79 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.52 kW,0.12 kW,51.85 kW,0.52 kW,29.47 kW,22.38 kW,29.47 kW,0.52 kW,0.12 kW,0.52 kW,0.52 kW,350.93 kW,0.12 kW,0.52 kW,22.38 kW,0.52 kW,0.52 kW
2/12/23 11:15,0.41 kW,0.50 kW,0.50 kW,0.41 kW,29.54 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.50 kW,0.41 kW,50.95 kW,0.50 kW,29.22 kW,21.73 kW,29.22 kW,0.50 kW,0.41 kW,0.50 kW,0.50 kW,350.68 kW,0.41 kW,0.50 kW,21.73 kW,0.50 kW,0.50 kW
2/12/23 11:30,0.45 kW,0.49 kW,0.49 kW,0.45 kW,29.30 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.49 kW,0.45 kW,50.34 kW,0.49 kW,28.99 kW,21.35 kW,28.99 kW,0.49 kW,0.45 kW,0.49 kW,0.49 kW,347.87 kW,0.45 kW,0.49 kW,21.35 kW,0.49 kW,0.49 kW
2/12/23 11:45,0.45 kW,0.47 kW,0.47 kW,0.45 kW,28.47 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.47 kW,0.45 kW,49.25 kW,0.47 kW,28.16 kW,21.09 kW,28.16 kW,0.47 kW,0.45 kW,0.47 kW,0.47 kW,344.75 kW,0.45 kW,0.47 kW,21.09 kW,0.47 kW,0.47 kW
2/12/23 12:00,0.45 kW,0.46 kW,0.46 kW,0.45 kW,28.71 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.46 kW,0.45 kW,49.49 kW,0.46 kW,28.40 kW,21.09 kW,28.40 kW,0.46 kW,0.45 kW,0.46 kW,0.46 kW,342.15 kW,0.45 kW,0.46 kW,21.09 kW,0.46 kW,0.46 kW
2/12/23 12:15,0.45 kW,0.44 kW,0.44 kW,0.45 kW,28.27 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.44 kW,0.45 kW,48.94 kW,0.44 kW,27.96 kW,20.98 kW,27.96 kW,0.44 kW,0.45 kW,0.44 kW,0.44 kW,340.25 kW,0.45 kW,0.44 kW,20.98 kW,0.44 kW,0.44 kW
2/12/23 12:30,0.45 kW,0.51 kW,0.51 kW,0.45 kW,28.59 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.51 kW,0.45 kW,48.62 kW,0.51 kW,28.28 kW,20.34 kW,28.28 kW,0.51 kW,0.45 kW,0.51 kW,0.51 kW,340.40 kW,0.45 kW,0.51 kW,20.34 kW,0.51 kW,0.51 kW
2/12/23 12:45,0.45 kW,0.74 kW,0.74 kW,0.45 kW,28.65 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.74 kW,0.45 kW,47.16 kW,0.74 kW,28.34 kW,18.83 kW,28.34 kW,0.74 kW,0.45 kW,0.74 kW,0.74 kW,340.13 kW,0.45 kW,0.74 kW,18.83 kW,0.74 kW,0.74 kW
2/12/23 13:00,0.48 kW,0.44 kW,0.44 kW,0.48 kW,27.84 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.44 kW,0.48 kW,45.31 kW,0.44 kW,27.53 kW,17.78 kW,27.53 kW,0.44 kW,0.48 kW,0.44 kW,0.44 kW,339.24 kW,0.48 kW,0.44 kW,17.78 kW,0.44 kW,0.44 kW
2/12/23 13:15,0.31 kW,0.37 kW,0.37 kW,0.31 kW,26.77 kW,0.31 kW,0.31 kW,0.31 kW,0.31 kW,0.37 kW,0.31 kW,42.66 kW,0.37 kW,26.46 kW,16.20 kW,26.46 kW,0.37 kW,0.31 kW,0.37 kW,0.37 kW,338.78 kW,0.31 kW,0.37 kW,16.20 kW,0.37 kW,0.37 kW
2/12/23 13:30,0.11 kW,0.36 kW,0.36 kW,0.11 kW,24.59 kW,0.11 kW,0.11 kW,0.11 kW,0.11 kW,0.36 kW,0.11 kW,39.34 kW,0.36 kW,24.28 kW,15.06 kW,24.28 kW,0.36 kW,0.11 kW,0.36 kW,0.36 kW,338.77 kW,0.11 kW,0.36 kW,15.06 kW,0.36 kW,0.36 kW
2/12/23 13:45,0.41 kW,0.34 kW,0.34 kW,0.41 kW,24.27 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.34 kW,0.41 kW,39.26 kW,0.34 kW,23.96 kW,15.30 kW,23.96 kW,0.34 kW,0.41 kW,0.34 kW,0.34 kW,338.97 kW,0.41 kW,0.34 kW,15.30 kW,0.34 kW,0.34 kW
2/12/23 14:00,0.52 kW,0.32 kW,0.32 kW,0.52 kW,21.82 kW,0.52 kW,0.52 kW,0.52 kW,0.52 kW,0.32 kW,0.52 kW,37.03 kW,0.32 kW,21.51 kW,15.52 kW,21.51 kW,0.32 kW,0.52 kW,0.32 kW,0.32 kW,337.87 kW,0.52 kW,0.32 kW,15.52 kW,0.32 kW,0.32 kW
2/12/23 14:15,0.53 kW,0.30 kW,0.30 kW,0.53 kW,22.58 kW,0.53 kW,0.53 kW,0.53 kW,0.53 kW,0.30 kW,0.53 kW,37.31 kW,0.30 kW,22.27 kW,15.04 kW,22.27 kW,0.30 kW,0.53 kW,0.30 kW,0.30 kW,337.96 kW,0.53 kW,0.30 kW,15.04 kW,0.30 kW,0.30 kW
2/12/23 14:30,0.50 kW,0.29 kW,0.29 kW,0.50 kW,22.34 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.29 kW,0.50 kW,37.06 kW,0.29 kW,22.03 kW,15.03 kW,22.03 kW,0.29 kW,0.50 kW,0.29 kW,0.29 kW,336.99 kW,0.50 kW,0.29 kW,15.03 kW,0.29 kW,0.29 kW
2/12/23 14:45,0.50 kW,0.27 kW,0.27 kW,0.50 kW,22.11 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.27 kW,0.50 kW,37.82 kW,0.27 kW,21.80 kW,16.02 kW,21.80 kW,0.27 kW,0.50 kW,0.27 kW,0.27 kW,336.56 kW,0.50 kW,0.27 kW,16.02 kW,0.27 kW,0.27 kW
2/12/23 15:00,0.50 kW,0.13 kW,0.13 kW,0.50 kW,21.24 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.13 kW,0.50 kW,35.55 kW,0.13 kW,20.91 kW,14.64 kW,20.91 kW,0.13 kW,0.50 kW,0.13 kW,0.13 kW,335.75 kW,0.50 kW,0.13 kW,14.64 kW,0.13 kW,0.13 kW
2/12/23 15:15,0.45 kW,0.24 kW,0.24 kW,0.45 kW,21.48 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.24 kW,0.45 kW,35.23 kW,0.24 kW,20.88 kW,14.35 kW,20.88 kW,0.24 kW,0.45 kW,0.24 kW,0.24 kW,335.87 kW,0.45 kW,0.24 kW,14.35 kW,0.24 kW,0.24 kW
2/12/23 15:30,0.45 kW,0.23 kW,0.23 kW,0.45 kW,22.51 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.23 kW,0.45 kW,35.92 kW,0.23 kW,21.83 kW,14.09 kW,21.83 kW,0.23 kW,0.45 kW,0.23 kW,0.23 kW,334.99 kW,0.45 kW,0.23 kW,14.09 kW,0.23 kW,0.23 kW
2/12/23 15:45,0.45 kW,0.38 kW,0.38 kW,0.45 kW,21.02 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.38 kW,0.45 kW,34.47 kW,0.38 kW,20.62 kW,13.85 kW,20.62 kW,0.38 kW,0.45 kW,0.38 kW,0.38 kW,329.99 kW,0.45 kW,0.38 kW,13.85 kW,0.38 kW,0.38 kW
2/12/23 16:00,0.44 kW,0.20 kW,0.20 kW,0.44 kW,20.60 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.20 kW,0.44 kW,32.90 kW,0.20 kW,20.19 kW,12.71 kW,20.19 kW,0.20 kW,0.44 kW,0.20 kW,0.20 kW,322.52 kW,0.44 kW,0.20 kW,12.71 kW,0.20 kW,0.20 kW
2/12/23 16:15,0.44 kW,0.20 kW,0.20 kW,0.44 kW,20.17 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.20 kW,0.44 kW,32.28 kW,0.20 kW,19.76 kW,12.53 kW,19.76 kW,0.20 kW,0.44 kW,0.20 kW,0.20 kW,318.71 kW,0.44 kW,0.20 kW,12.53 kW,0.20 kW,0.20 kW
2/12/23 16:30,0.44 kW,0.20 kW,0.20 kW,0.44 kW,19.80 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.20 kW,0.44 kW,31.81 kW,0.20 kW,19.39 kW,12.42 kW,19.39 kW,0.20 kW,0.44 kW,0.20 kW,0.20 kW,315.36 kW,0.44 kW,0.20 kW,12.42 kW,0.20 kW,0.20 kW
2/12/23 16:45,0.44 kW,0.19 kW,0.19 kW,0.44 kW,18.50 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.19 kW,0.44 kW,30.17 kW,0.19 kW,18.09 kW,12.08 kW,18.09 kW,0.19 kW,0.44 kW,0.19 kW,0.19 kW,313.66 kW,0.44 kW,0.19 kW,12.08 kW,0.19 kW,0.19 kW
2/12/23 17:00,0.44 kW,0.52 kW,0.52 kW,0.44 kW,16.85 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.52 kW,0.44 kW,28.24 kW,0.52 kW,16.27 kW,11.97 kW,16.27 kW,0.52 kW,0.44 kW,0.52 kW,0.52 kW,312.37 kW,0.44 kW,0.52 kW,11.97 kW,0.52 kW,0.52 kW
2/12/23 17:15,0.13 kW,0.53 kW,0.53 kW,0.13 kW,16.74 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.53 kW,0.13 kW,27.89 kW,0.53 kW,16.16 kW,11.73 kW,16.16 kW,0.53 kW,0.13 kW,0.53 kW,0.53 kW,313.75 kW,0.13 kW,0.53 kW,11.73 kW,0.53 kW,0.53 kW
2/12/23 17:30,0.12 kW,0.53 kW,0.53 kW,0.12 kW,16.38 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.53 kW,0.12 kW,27.52 kW,0.53 kW,15.80 kW,11.72 kW,15.80 kW,0.53 kW,0.12 kW,0.53 kW,0.53 kW,314.89 kW,0.12 kW,0.53 kW,11.72 kW,0.53 kW,0.53 kW
2/12/23 17:45,0.12 kW,0.53 kW,0.53 kW,0.12 kW,16.27 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.53 kW,0.12 kW,27.31 kW,0.53 kW,15.70 kW,11.62 kW,15.70 kW,0.53 kW,0.12 kW,0.53 kW,0.53 kW,316.41 kW,0.12 kW,0.53 kW,11.62 kW,0.53 kW,0.53 kW
2/12/23 18:00,0.12 kW,0.22 kW,0.22 kW,0.12 kW,16.33 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.22 kW,0.12 kW,27.50 kW,0.22 kW,15.71 kW,11.80 kW,15.71 kW,0.22 kW,0.12 kW,0.22 kW,0.22 kW,319.80 kW,0.12 kW,0.22 kW,11.80 kW,0.22 kW,0.22 kW
2/12/23 18:15,0.24 kW,0.22 kW,0.22 kW,0.24 kW,20.27 kW,0.24 kW,0.24 kW,0.24 kW,0.24 kW,0.22 kW,0.24 kW,35.48 kW,0.22 kW,19.64 kW,15.84 kW,19.64 kW,0.22 kW,0.24 kW,0.22 kW,0.22 kW,324.31 kW,0.24 kW,0.22 kW,15.84 kW,0.22 kW,0.22 kW
2/12/23 18:30,0.55 kW,0.23 kW,0.23 kW,0.55 kW,20.17 kW,0.55 kW,0.55 kW,0.55 kW,0.55 kW,0.23 kW,0.55 kW,35.52 kW,0.23 kW,19.54 kW,15.98 kW,19.54 kW,0.23 kW,0.55 kW,0.23 kW,0.23 kW,323.20 kW,0.55 kW,0.23 kW,15.98 kW,0.23 kW,0.23 kW
2/12/23 18:45,0.55 kW,0.23 kW,0.23 kW,0.55 kW,20.21 kW,0.55 kW,0.55 kW,0.55 kW,0.55 kW,0.23 kW,0.55 kW,35.74 kW,0.23 kW,19.58 kW,16.16 kW,19.58 kW,0.23 kW,0.55 kW,0.23 kW,0.23 kW,321.75 kW,0.55 kW,0.23 kW,16.16 kW,0.23 kW,0.23 kW
2/12/23 19:00,0.56 kW,0.24 kW,0.24 kW,0.56 kW,20.14 kW,0.56 kW,0.56 kW,0.56 kW,0.56 kW,0.24 kW,0.56 kW,35.78 kW,0.24 kW,19.56 kW,16.22 kW,19.56 kW,0.24 kW,0.56 kW,0.24 kW,0.24 kW,320.77 kW,0.56 kW,0.24 kW,16.22 kW,0.24 kW,0.24 kW
2/12/23 19:15,0.57 kW,0.48 kW,0.48 kW,0.57 kW,20.14 kW,0.57 kW,0.57 kW,0.57 kW,0.57 kW,0.48 kW,0.57 kW,35.76 kW,0.48 kW,19.56 kW,16.20 kW,19.56 kW,0.48 kW,0.57 kW,0.48 kW,0.48 kW,320.55 kW,0.57 kW,0.48 kW,16.20 kW,0.48 kW,0.48 kW
2/12/23 19:30,0.57 kW,0.46 kW,0.46 kW,0.57 kW,20.17 kW,0.57 kW,0.57 kW,0.57 kW,0.57 kW,0.46 kW,0.57 kW,35.89 kW,0.46 kW,19.60 kW,16.29 kW,19.60 kW,0.46 kW,0.57 kW,0.46 kW,0.46 kW,320.84 kW,0.57 kW,0.46 kW,16.29 kW,0.46 kW,0.46 kW
2/12/23 19:45,0.57 kW,0.26 kW,0.26 kW,0.57 kW,20.12 kW,0.57 kW,0.57 kW,0.57 kW,0.57 kW,0.26 kW,0.57 kW,35.81 kW,0.26 kW,19.55 kW,16.26 kW,19.55 kW,0.26 kW,0.57 kW,0.26 kW,0.26 kW,321.04 kW,0.57 kW,0.26 kW,16.26 kW,0.26 kW,0.26 kW
2/12/23 20:00,0.57 kW,0.28 kW,0.28 kW,0.57 kW,20.13 kW,0.57 kW,0.57 kW,0.57 kW,0.57 kW,0.28 kW,0.57 kW,36.11 kW,0.28 kW,19.55 kW,16.56 kW,19.55 kW,0.28 kW,0.57 kW,0.28 kW,0.28 kW,321.43 kW,0.57 kW,0.28 kW,16.56 kW,0.28 kW,0.28 kW
2/12/23 20:15,0.57 kW,0.30 kW,0.30 kW,0.57 kW,20.11 kW,0.57 kW,0.57 kW,0.57 kW,0.57 kW,0.30 kW,0.57 kW,36.14 kW,0.30 kW,19.54 kW,16.60 kW,19.54 kW,0.30 kW,0.57 kW,0.30 kW,0.30 kW,321.02 kW,0.57 kW,0.30 kW,16.60 kW,0.30 kW,0.30 kW
2/12/23 20:30,0.52 kW,0.31 kW,0.31 kW,0.52 kW,20.00 kW,0.52 kW,0.52 kW,0.52 kW,0.52 kW,0.31 kW,0.52 kW,36.04 kW,0.31 kW,19.42 kW,16.61 kW,19.42 kW,0.31 kW,0.52 kW,0.31 kW,0.31 kW,321.22 kW,0.52 kW,0.31 kW,16.61 kW,0.31 kW,0.31 kW
2/12/23 20:45,0.20 kW,0.33 kW,0.33 kW,0.20 kW,20.02 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.33 kW,0.20 kW,37.17 kW,0.33 kW,19.45 kW,17.72 kW,19.45 kW,0.33 kW,0.20 kW,0.33 kW,0.33 kW,317.26 kW,0.20 kW,0.33 kW,17.72 kW,0.33 kW,0.33 kW
2/12/23 21:00,0.19 kW,0.34 kW,0.34 kW,0.19 kW,20.03 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.34 kW,0.19 kW,36.29 kW,0.34 kW,19.50 kW,16.78 kW,19.50 kW,0.34 kW,0.19 kW,0.34 kW,0.34 kW,318.20 kW,0.19 kW,0.34 kW,16.78 kW,0.34 kW,0.34 kW
2/12/23 21:15,0.19 kW,0.35 kW,0.35 kW,0.19 kW,20.14 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.35 kW,0.19 kW,36.41 kW,0.35 kW,19.61 kW,16.80 kW,19.61 kW,0.35 kW,0.19 kW,0.35 kW,0.35 kW,319.34 kW,0.19 kW,0.35 kW,16.80 kW,0.35 kW,0.35 kW
2/12/23 21:30,0.26 kW,0.37 kW,0.37 kW,0.26 kW,20.61 kW,0.26 kW,0.26 kW,0.26 kW,0.26 kW,0.37 kW,0.26 kW,36.94 kW,0.37 kW,20.08 kW,16.86 kW,20.08 kW,0.37 kW,0.26 kW,0.37 kW,0.37 kW,319.23 kW,0.26 kW,0.37 kW,16.86 kW,0.37 kW,0.37 kW
2/12/23 21:45,0.52 kW,0.38 kW,0.38 kW,0.52 kW,21.23 kW,0.52 kW,0.52 kW,0.52 kW,0.52 kW,0.38 kW,0.52 kW,37.53 kW,0.38 kW,20.70 kW,16.83 kW,20.70 kW,0.38 kW,0.52 kW,0.38 kW,0.38 kW,318.50 kW,0.52 kW,0.38 kW,16.83 kW,0.38 kW,0.38 kW
2/12/23 22:00,0.18 kW,0.23 kW,0.23 kW,0.18 kW,20.14 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.23 kW,0.18 kW,32.92 kW,0.23 kW,19.68 kW,13.24 kW,19.68 kW,0.23 kW,0.18 kW,0.23 kW,0.23 kW,318.71 kW,0.18 kW,0.23 kW,13.24 kW,0.23 kW,0.23 kW
2/12/23 22:15,0.18 kW,0.41 kW,0.41 kW,0.18 kW,20.13 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.41 kW,0.18 kW,32.87 kW,0.41 kW,19.68 kW,13.19 kW,19.68 kW,0.41 kW,0.18 kW,0.41 kW,0.41 kW,318.17 kW,0.18 kW,0.41 kW,13.19 kW,0.41 kW,0.41 kW
2/12/23 22:30,0.18 kW,0.42 kW,0.42 kW,0.18 kW,20.07 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.42 kW,0.18 kW,32.78 kW,0.42 kW,19.62 kW,13.15 kW,19.62 kW,0.42 kW,0.18 kW,0.42 kW,0.42 kW,318.49 kW,0.18 kW,0.42 kW,13.15 kW,0.42 kW,0.42 kW
2/12/23 22:45,0.18 kW,0.71 kW,0.71 kW,0.18 kW,20.13 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.71 kW,0.18 kW,32.88 kW,0.71 kW,19.68 kW,13.20 kW,19.68 kW,0.71 kW,0.18 kW,0.71 kW,0.71 kW,318.31 kW,0.18 kW,0.71 kW,13.20 kW,0.71 kW,0.71 kW
2/12/23 23:00,0.21 kW,0.83 kW,0.83 kW,0.21 kW,19.74 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.83 kW,0.21 kW,32.28 kW,0.83 kW,19.37 kW,12.91 kW,19.37 kW,0.83 kW,0.21 kW,0.83 kW,0.83 kW,318.18 kW,0.21 kW,0.83 kW,12.91 kW,0.83 kW,0.83 kW
2/12/23 23:15,0.50 kW,0.84 kW,0.84 kW,0.50 kW,19.80 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.84 kW,0.50 kW,32.42 kW,0.84 kW,19.43 kW,12.99 kW,19.43 kW,0.84 kW,0.50 kW,0.84 kW,0.84 kW,317.35 kW,0.50 kW,0.84 kW,12.99 kW,0.84 kW,0.84 kW
2/12/23 23:30,0.55 kW,0.63 kW,0.63 kW,0.55 kW,19.79 kW,0.55 kW,0.55 kW,0.55 kW,0.55 kW,0.63 kW,0.55 kW,32.46 kW,0.63 kW,19.42 kW,13.04 kW,19.42 kW,0.63 kW,0.55 kW,0.63 kW,0.63 kW,317.68 kW,0.55 kW,0.63 kW,13.04 kW,0.63 kW,0.63 kW
2/12/23 23:45,0.54 kW,0.41 kW,0.41 kW,0.54 kW,19.73 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,0.41 kW,0.54 kW,32.38 kW,0.41 kW,19.36 kW,13.02 kW,19.36 kW,0.41 kW,0.54 kW,0.41 kW,0.41 kW,317.30 kW,0.54 kW,0.41 kW,13.02 kW,0.41 kW,0.41 kW
2/13/23 0:00,0.50 kW,0.51 kW,0.51 kW,0.50 kW,19.67 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.51 kW,0.50 kW,32.56 kW,0.51 kW,19.41 kW,13.15 kW,19.41 kW,0.51 kW,0.50 kW,0.51 kW,0.51 kW,317.29 kW,0.50 kW,0.51 kW,13.15 kW,0.51 kW,0.51 kW
2/13/23 0:15,0.33 kW,0.52 kW,0.52 kW,0.33 kW,19.67 kW,0.33 kW,0.33 kW,0.33 kW,0.33 kW,0.52 kW,0.33 kW,32.88 kW,0.52 kW,19.41 kW,13.47 kW,19.41 kW,0.52 kW,0.33 kW,0.52 kW,0.52 kW,317.34 kW,0.33 kW,0.52 kW,13.47 kW,0.52 kW,0.52 kW
2/13/23 0:30,0.17 kW,0.45 kW,0.45 kW,0.17 kW,19.52 kW,0.17 kW,0.17 kW,0.17 kW,0.17 kW,0.45 kW,0.17 kW,32.94 kW,0.45 kW,19.35 kW,13.59 kW,19.35 kW,0.45 kW,0.17 kW,0.45 kW,0.45 kW,317.61 kW,0.17 kW,0.45 kW,13.59 kW,0.45 kW,0.45 kW
2/13/23 0:45,0.17 kW,0.47 kW,0.47 kW,0.17 kW,19.57 kW,0.17 kW,0.17 kW,0.17 kW,0.17 kW,0.47 kW,0.17 kW,33.28 kW,0.47 kW,19.40 kW,13.87 kW,19.40 kW,0.47 kW,0.17 kW,0.47 kW,0.47 kW,317.25 kW,0.17 kW,0.47 kW,13.87 kW,0.47 kW,0.47 kW
2/13/23 1:00,0.15 kW,0.49 kW,0.49 kW,0.15 kW,19.51 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.49 kW,0.15 kW,33.22 kW,0.49 kW,19.34 kW,13.87 kW,19.34 kW,0.49 kW,0.15 kW,0.49 kW,0.49 kW,317.29 kW,0.15 kW,0.49 kW,13.87 kW,0.49 kW,0.49 kW
2/13/23 1:15,0.13 kW,0.50 kW,0.50 kW,0.13 kW,19.49 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.50 kW,0.13 kW,33.30 kW,0.50 kW,19.33 kW,13.97 kW,19.33 kW,0.50 kW,0.13 kW,0.50 kW,0.50 kW,317.38 kW,0.13 kW,0.50 kW,13.97 kW,0.50 kW,0.50 kW
2/13/23 1:30,0.13 kW,0.52 kW,0.52 kW,0.13 kW,19.42 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.52 kW,0.13 kW,33.25 kW,0.52 kW,19.25 kW,13.99 kW,19.25 kW,0.52 kW,0.13 kW,0.52 kW,0.52 kW,317.10 kW,0.13 kW,0.52 kW,13.99 kW,0.52 kW,0.52 kW
2/13/23 1:45,0.13 kW,0.54 kW,0.54 kW,0.13 kW,19.33 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.54 kW,0.13 kW,33.13 kW,0.54 kW,19.16 kW,13.97 kW,19.16 kW,0.54 kW,0.13 kW,0.54 kW,0.54 kW,317.21 kW,0.13 kW,0.54 kW,13.97 kW,0.54 kW,0.54 kW
2/13/23 2:00,0.13 kW,0.55 kW,0.55 kW,0.13 kW,19.35 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.55 kW,0.13 kW,33.22 kW,0.55 kW,19.18 kW,14.04 kW,19.18 kW,0.55 kW,0.13 kW,0.55 kW,0.55 kW,317.70 kW,0.13 kW,0.55 kW,14.04 kW,0.55 kW,0.55 kW
2/13/23 2:15,0.14 kW,0.57 kW,0.57 kW,0.14 kW,19.33 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.57 kW,0.14 kW,33.21 kW,0.57 kW,19.15 kW,14.05 kW,19.15 kW,0.57 kW,0.14 kW,0.57 kW,0.57 kW,317.62 kW,0.14 kW,0.57 kW,14.05 kW,0.57 kW,0.57 kW
2/13/23 2:30,0.14 kW,0.58 kW,0.58 kW,0.14 kW,19.27 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.58 kW,0.14 kW,33.10 kW,0.58 kW,19.10 kW,14.01 kW,19.10 kW,0.58 kW,0.14 kW,0.58 kW,0.58 kW,317.43 kW,0.14 kW,0.58 kW,14.01 kW,0.58 kW,0.58 kW
